address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
839 North Orlando Avenue, Winter Park, Fl 32789	Winter Park	Orange	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32789	28.6	-81.36
5899 South Orange Blossom Trail, Orlando, Fl 32839	Orlando	Orange	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32839	28.49	-81.41
8025 Lee Vista Boulevard, Orlando, Fl 32829	Orlando	Orange	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32829	28.48	-81.22
1510 Semoran Boulevard Winter Park, Fl 32792	Winter Park	Orange	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32792	28.61	-81.3
13454 South Orange Blossom Trail, Orlando, Fl 32837	Orlando	Orange	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Testing Site – By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32837	28.39	-81.44
9400 Universal Blvd , Orlando, Fl 32819	Orlando	Orange	Drive-Thru	Opens 9Am, Daily. Closes When 250 Test Kits Are Conducted.	No	No Appointment Necessary. Initial Testing Is Limited To Two Groups: First Repsonders/Medical Staff (Any Of Them Can Be Tested As Long As The Individual Has A Valid Medical Id) And Elderly Patients Over 65 Y/O. For The Elderly, You Have To Have An On-Site Temperature Of 99.6 Degrees (Or Higher) And Exhibit Respitory Problems. Testing At The Site Will Be Capped To 250 People Per Day.	-	-	Fema/Nat'L Guard/Fl Dept Of Health (Orange County Convention Center)	-	Florida	Https://Www.Occc.Net/Portals/0/Library/Docs/03-24-20%20Covid%20Orange%20Test%20Site%20Opens.Pdf	32819	28.45	-81.46
9800 International Dr, Orlando, Fl 32819	Orlando	Orange	Drive-Thru	Opens 9Am, Daily	No	Testing At This Site Will Only Be Available For Those Who Are 65-Years-Old And Older And Have Covid-19 Symptoms And First Responders With A Valid Agency Id. Everyone Looking To Be Tested Must Bring Their Id Card With Them. Additionally, This Site Is Limitied To 250 Tests Per Day.	-	-	Orange County Convention Center	-	Florida	Https://Www.Local10.Com/News/Local/2020/03/20/Map-Shows-Drive-Through-Testing-Locations-In-Florida/	32819	28.45	-81.46
3212 Curry Ford Road	Orlando	Orange	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32806	28.51	-81.36
1414 E Osceola Parkway, Kissimmee, Fl 34744	Kissimmee	Osceola	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Kissimmee	(407) 845-9113	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Kissimmee-Fl/	34744	28.29	-81.32
2454 E. Irlo Bronson Memorial Hwy Kissimmee, Fl 34744	Kissimmee	Osceola	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34744	28.29	-81.32
8756 W Boynton Beach Boulevard, Suite 150, Boynton Beach, Fl 33472	Boynton Beach	Palm Beach	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Boynton Beach	(561) 277-3367	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Boynton-Beach-Fl/	33472	26.54	-80.18
129 South State Road 7, Suite 401, Royal Palm Beach, Fl 33414	Royal Palm Beach	Palm Beach	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Wellington / Royal Palm Beach	(561) 708-4659	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Wellington-Royal-Palm-Beach-Fl/	33414	26.64	-80.24
245 South Military Trail, West Palm Beach, Fl 33415	West Palm Beach	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33415	26.66	-80.13
8954 Lantana Road, Lake Worth, Fl 33463	Lake Worth	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33463	26.59	-80.13
1690 South Federal Highway Delray Beach, Fl 33483	Delray Beach	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33483	26.46	-80.06
11000 North Military Trail Palm Beach, Fl 33410	Palm Beach Gardens	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33410	26.84	-80.09
